Book Id	Title	Sort Character	Primary Author	Primary Author Role	Secondary Author	Secondary Author Roles	Publication	Date	Review	Rating	Comment	Private Comment	Summary	Media	Physical Description	Weight	Height	Thickness	Length	Dimensions	Page Count	LCCN	Acquired	Date Started	Date Read	Barcode	BCID	Tags	Collections	Languages	Original Languages	LC Classification	ISBN	ISBNs	Subjects	Dewey Decimal	Dewey Wording	Other Call Number	Copies	Source	Entry Date	From Where	OCLC	Work id	Lending Patron	Lending Status	Lending Start	Lending End
84305519	Moral Epistemology (New Problems of Philosophy)	1	Zimmerman, Aaron				Routledge (2010), Edition: 1, Paperback, 256 pages	2010					Moral Epistemology (New Problems of Philosophy) by Aaron Zimmerman (2010)	Paperback	256 p.; 9.1 inches	0.85 pounds	9.1 inches	0.6 inches	6.1 inches	9.1 x 6.1 x 0.6 inches	256 								Your library, Philosophy, Google eBooks	English			[0415485541]	0415485541, 9780415485548		170.42	Essays; Special Topics > Ethics > Ethics -- Subdivisions > Metaethics > Philosophy and Psychology		1	amazon.com	[2012-03-29]			9225693				
84305532	Knowledge and Its Limits	1	Williamson, Timothy				Oxford University Press, USA (2002), Paperback, 352 pages	2002					Knowledge and Its Limits by Timothy Williamson (2002)	Paperback	352 p.; 9.16 inches	1.19 pounds	9.16 inches	0.73 inches	6.24 inches	9.16 x 6.24 x 0.73 inches	352 								Your library, Philosophy, Google eBooks	English	English	BD201 .W55	[019925656X]	019925656X, 9780199256563	Knowledge, Theory of|Knowledge, theory of	121	Epistemology > Philosophy Of Humanity > Philosophy and Psychology		1	amazon.com	[2012-03-29]			25165				
84388082	The Zohar: Pritzker Edition, Volume Six	5	Matt, Daniel				Stanford University Press (2011), Edition: Bilingual, Hardcover, 472 pages	2011					The Zohar: Pritzker Edition, Volume Six by Daniel Matt (2011)	Hardcover	472 p.	2.31 pounds		2.57 inches	1.83 inches	1.83 x 2.57 inches	472 								Your library, Religion - Judaism	English		BM525 .A52	[0804776636]	0804776636, 9780804776639		296	Judaism > Other Religions > Religion 		1	amazon.com	[2012-04-01]			11546843				
84696708	General Relativity (Springer Undergraduate Mathematics Series)	1	Woodhouse, N.M.J.				Springer (2006), Edition: 3rd Printing., Paperback, 232 pages	2006					General Relativity (Springer Undergraduate Mathematics Series) by N.M.J. Woodhouse (2006)	Paperback	232 p.; 9.21 inches	0.84 pounds	9.21 inches	0.44 inches	6.95 inches	9.21 x 6.95 x 0.44 inches	232 								Your library, Physics	English	English	QC173.6 .W66	[1846284864]	1846284864, 9781846284861		530.11	Mathematics and Science > Physics > Physics > Relativity > Theoretical Physics		1	amazon.com	[2012-04-12]			4561232				
84696710	Special Relativity (Springer Undergraduate Mathematics Series)	1	Woodhouse, N.M.J.				Springer (2007), Paperback, 192 pages	2007					Special Relativity (Springer Undergraduate Mathematics Series) by N.M.J. Woodhouse (2007)	Paperback	192 p.	0.68 pounds		2.09 inches	1.45 inches	9 x 1.45 x 2.09 inches	192 								Your library, Physics	English		T57	[1852334266]	1852334266, 9781852334260		530.11	Mathematics and Science > Physics > Physics > Relativity > Theoretical Physics		1	amazon.com	[2012-04-12]			2242676				
84781885	The Nag Hammadi Scriptures: The Revised and Updated Translation of Sacred Gnostic Texts Complete in One Volume	5	Meyer, Marvin W.		Robinson, James M.		HarperOne (2009), Edition: Int Rep Re, Paperback, 864 pages	2009					The Nag Hammadi Scriptures: The Revised and Updated Translation of Sacred Gnostic Texts Complete in One Volume by Marvin W. Meyer (2009)	Paperback	864 p.; 8.8 inches	1.9 pounds	8.8 inches	1.5 inches	5.9 inches	8.8 x 5.9 x 1.5 inches	864 								Your library, Religion - Christianity	English	English	BT1391 .A3	[0061626007]	0061626007, 9780061626005	Gnostic literature|Gnosticism	299.932	By Region/Civilization > Gnosticism > Other > Other Religions > Religion  > Syncretic religions and religions of modern origin		1	amazon.com	[2012-04-14]			2103709				
84806139	Mahayana Buddhism: The Doctrinal Foundations (The Library of Religious Beliefs and Practices)	1	Williams, Paul				Routledge (2008), Edition: 2, Paperback, 456 pages	2008					Mahayana Buddhism: The Doctrinal Foundations (The Library of Religious Beliefs and Practices) by Paul Williams (2008)	Paperback	456 p.; 9.1 inches	1.5 pounds	9.1 inches	1.1 inches	6.1 inches	9.1 x 6.1 x 1.1 inches	456 								Your library, Religion - Buddhism, Hinduism, Google eBooks	English	English	BQ7405 .W55	[0415356539]	0415356539, 9780415356534	Mahayana Buddhism > Doctrines	294.392	Buddhism > Buddhism - guides  > Mahayana Buddhism  > Other Religions > Religion  > Religions of Indic origin		1	amazon.com	[2012-04-15]			94028				
84806149	Combinatorial Set Theory: With a Gentle Introduction to Forcing (Springer Monographs in Mathematics)	1	Halbeisen, Lorenz J.				Springer (2011), Edition: 2012, Hardcover, 469 pages	2011					Combinatorial Set Theory: With a Gentle Introduction to Forcing (Springer Monographs in Mathematics) by Lorenz J. Halbeisen (2011)	Hardcover	469 p.; 9.53 inches	1.76 pounds	9.53 inches	1.18 inches	6.3 inches	9.53 x 6.3 x 1.18 inches	469 								Your library, Mathematics - Set Theory, Google eBooks	English			[1447121724]	1447121724, 9781447121725		511	General Principles > Mathematics > Mathematics and Science		1	amazon.com	[2012-04-15]			12024212				
84806161	The Origin of Buddhist Meditation (Routledge Critical Studies in Buddhism)	5	Wynne, Alexander				Routledge (2007), Edition: 1, Paperback, 186 pages	2007					The Origin of Buddhist Meditation (Routledge Critical Studies in Buddhism) by Alexander Wynne (2007)	Paperback	186 p.; 9.21 x 6.14 inches	0.59 pounds	6.14 inches	0.39 inches	9.21 inches	6.14 x 9.21 x 0.39 inches	186 								Your library, Religion - Buddhism, Hinduism, Google eBooks	English		BQ5612 .W86	[041554467X]	041554467X, 9780415544672		294	Other Religions > Religion  > Religions of Indic origin		1	amazon.com	[2012-04-15]			8820156				
84968365	Mathematical Logic and Model Theory: A Brief Introduction (Universitext)	1	Prestel, Alexander		Delzell, Charles N.		Springer (2011), Edition: 2011, Paperback, 204 pages	2011					Mathematical Logic and Model Theory: A Brief Introduction (Universitext) by Alexander Prestel (2011)	Paperback	204 p.; 9.21 inches	0.64 pounds	9.21 inches	0.43 inches	6.14 inches	9.21 x 6.14 x 0.43 inches	204 								Your library, Mathematics - Model Theory, Mathematics - Logic	English			[1447121759]	1447121759, 9781447121756					1	amazon.com	[2012-04-21]			12498434				
85092084	Quine versus Davidson: Truth, Reference, and Meaning	1	Kemp, Gary				Oxford University Press, USA (2012), Hardcover, 192 pages	2012					Quine versus Davidson: Truth, Reference, and Meaning by Gary Kemp (2012)	Hardcover	192 p.; 8.58 inches	0.84 pounds	8.58 inches	0.79 inches	5.51 inches	8.58 x 5.51 x 0.79 inches	192 								Your library, Philosophy	English		P107	[0199695628]	0199695628, 9780199695621		401	Language > Language > Philosophy and theory; international languages		1	amazon.com	[2012-04-26]			12511017				
86213500	Facing Facts	1	Neale, Stephen				Oxford University Press, USA (2002), Edition: First Edition, Hardcover, 274 pages	2002					Facing Facts by Stephen Neale (2002)	Hardcover	274 p.; 8.5 x 5.5 inches	1.09 pounds	5.5 inches	0.75 inches	8.5 inches	5.5 x 8.5 x 0.75 inches	274 								Your library, Philosophy, Kindle Books	English	English		[0199247153]	0199247153, 9780199247158		111	Metaphysics > Ontology > Philosophy and Psychology		1	amazon.com	[2012-05-30]			540300				
86213518	Alfred Tarski: Philosophy of Language and Logic (History of Analytic Philosophy)	1	Patterson, Douglas				Palgrave Macmillan (2012), Hardcover, 280 pages	2012					Alfred Tarski: Philosophy of Language and Logic (History of Analytic Philosophy) by Douglas Patterson (2012)	Hardcover	280 p.						280 								Your library, Philosophy, Google eBooks	English			[0230221211]	0230221211, 9780230221215					1	amazon.com	[2012-05-30]			12638534				
86287846	Talk About Beliefs	1	Crimmins, Mark				A Bradford Book (2003), Paperback, 234 pages	2003					Talk About Beliefs by Mark Crimmins (2003)	Paperback	234 p.; 9.02 x 6 inches	0.69 pounds	6 inches	0.48 inches	9.02 inches	6 x 9.02 x 0.48 inches	234 								Your library, Philosophy	English	English		[0262515717]	0262515717, 9780262515719		121.6	Belief > Epistemology > Philosophy Of Humanity > Philosophy and Psychology		1	amazon.com	[2012-06-01]			5782169				
86504265	Indian Buddhist Theories of Persons: Vasubandhu's Refutation of the Theory of a Self (Routledge Critical Studies in Buddhism)	1	Duerlinger, James				Routledge (2003), Edition: 1, Hardcover, 320 pages	2003					Indian Buddhist Theories of Persons: Vasubandhu's Refutation of the Theory of a Self (Routledge Critical Studies in Buddhism) by James Duerlinger (2003)	Hardcover	320 p.; 9.54 inches	1.49 pounds	9.54 inches	1.01 inches	6.34 inches	9.54 x 6.34 x 1.01 inches	320 								Your library, Religion - Buddhism, Hinduism, eBooks : Other, Routeledge Critical Studies in Buddhism	English	English	BQ2682 .E5	[0415318351]	0415318351, 9780415318358	AnÄtman|Buddhist anthropology	126	Consciousness And Selfhood > Philosophy Of Humanity > Philosophy and Psychology		1	amazon.com	[2012-06-07]			4584960				
86504278	The 'Buddhist Unconscious': The Alaya-Vijnana in the Context of Indian Buddhist Thought (Routledge Critical Studies in Buddhism)	5	Waldron, W.				RoutledgeCurzon (2003), Paperback, 272 pages	2003					The 'Buddhist Unconscious': The Alaya-Vijnana in the Context of Indian Buddhist Thought (Routledge Critical Studies in Buddhism) by W. Waldron (2003)	Paperback	272 p.; 9.06 inches	1.06 pounds	9.06 inches	0.94 inches	6.14 inches	9.06 x 6.14 x 0.94 inches	272 								Your library, Religion - Buddhism, Hinduism, eBooks : Other, Routeledge Critical Studies in Buddhism	English	English	BQ7496 .W35	[0415406072]	0415406072, 9780415406079	MÄdhyamika (Buddhism)|YogÄcÄra (Buddhism)|Ä€layavijÃ±Äna	294.3	Buddhism > Other Religions > Religion  > Religions of Indic origin		1	amazon.com	[2012-06-07]			2891508				
86556930	Galactic Astronomy	1	Binney, James		Merrifield, Michael		Princeton University Press (1998), Hardcover, 850 pages	1998					Galactic Astronomy by James Binney (1998)	Hardcover	850 p.; 9.53 inches	2.84 pounds	9.53 inches	1.92 inches	6.44 inches	9.53 x 6.44 x 1.92 inches	850 								Your library, Physics	English	English	QB857 .B522	[0691004021]	0691004021, 9780691004020	Galaxies|Milky Way|Stars	520	Astronomy > Astronomy > Mathematics and Science		1	amazon.com	[2012-06-09]			160669				
86650027	Quantum Non-Locality and Relativity: Metaphysical Intimations of Modern Physics	1	Maudlin, Tim				Wiley-Blackwell (2011), Edition: 3, Paperback, 312 pages	2011					Quantum Non-Locality and Relativity: Metaphysical Intimations of Modern Physics by Tim Maudlin (2011)	Paperback	312 p.; 6.1 inches	1.02 pounds	6.1 inches	9.1 inches	0.72 inches	6.1 x 0.72 x 9.1 inches	312 								Your library, Physics, Google eBooks	English	English	QC6 .M3612	[1444331272]	1444331272, 9781444331271		100	General Philosophy > Philosophy > Philosophy and Psychology		1	amazon.com	[2012-06-12]			931679				
86794787	Gone Beyond: The Prajnaparamita Sutras, The Ornament of Clear Realization, and Its Commentaries in the Tibetan Kagyu Tradition, Vol. 2	1	Brunnholzl, Karl				Snow Lion Publications (2012), Hardcover, 688 pages	2012					Gone Beyond: The Prajnaparamita Sutras, The Ornament of Clear Realization, and Its Commentaries in the Tibetan Kagyu Tradition, Vol. 2 by Karl Brunnholzl (2012)	Hardcover	688 p.						688 								Your library, Religion - Buddhism, Hinduism	English	English	BQ1955 .D5613	[1559393572]	1559393572, 9781559393577		294.3	Buddhism > Other Religions > Religion  > Religions of Indic origin		1	amazon.com	[2012-06-16]			12618160				
86794798	Groundless Paths: The PrajÃ±aparamita Sutras, The Ornament of Clear Realization, and Its Commentaries in the Tibetan Nyingma Tradition	1	Brunnholzl, Karl				Snow Lion Publications (2012), Hardcover, 904 pages	2012					Groundless Paths: The PrajÃ±aparamita Sutras, The Ornament of Clear Realization, and Its Commentaries in the Tibetan Nyingma Tradition by Karl Brunnholzl (2012)	Hardcover							904 								Your library, Religion - Buddhism, Hinduism	English	English	BQ1955 .O7513	[1559393750]	1559393750, 9781559393751		294.3	Buddhism > Other Religions > Religion  > Religions of Indic origin		1	amazon.com	[2012-06-16]			12509840				
86879714	The Theory of Descriptions: Russell and the Philosophy of Language (History of Analytic Philosophy)	5	Stevens, Graham				Palgrave Macmillan (2011), Edition: 1, Hardcover, 216 pages	2011					The Theory of Descriptions: Russell and the Philosophy of Language (History of Analytic Philosophy) by Graham Stevens (2011)	Hardcover	216 p.						216 								Your library, Philosophy	English	English		[0230201164]	0230201164, 9780230201163					1	amazon.com	[2012-06-18]			12008525				
87173331	Scripture, Logic, Language: Essays on Dharmakirti and his Tibetan Successors (Studies in Indian and Tibetan Buddhism) (Volume I)	1	Tillemans, Tom J.F.				Wisdom Publications (1999), Paperback, 320 pages	1999					Scripture, Logic, Language: Essays on Dharmakirti and his Tibetan Successors (Studies in Indian and Tibetan Buddhism) (Volume I) by Tom J.F. Tillemans (1999)	Paperback	320 p.; 5.98 inches	1.05 pounds	5.98 inches	8.98 inches	0.98 inches	5.98 x 0.98 x 8.98 inches	320 								Your library, Religion - Buddhism, Hinduism, Google eBooks	English	English	B133 .D484	[0861711564]	0861711564, 9780861711567	Buddhism > China > Tibet > Doctrines > History|Buddhism > Tibet > History|Buddhist logic > History|Dharmakï¿½irti, 7th cent	181.043	Ancient, medieval and eastern philosophy > Buddhism > Oriental > Philosophy and Psychology > Religions of Indic Origin		1	amazon.com	[2012-06-27]			5457550				
87173364	The Mystery of the Letters and The Tree of Life	5	Stein, Robert C.				Black Jackal Press (2012), Edition: 1ST, Hardcover	2012					The Mystery of the Letters and The Tree of Life by Robert C. Stein (2012)	Hardcover		2 pounds													Your library, Magick - General	English	English		[0933429266]	0933429266, 9780933429260					1	amazon.com	[2012-06-27]			12486181				
87173379	In the Center of the Fire: A Memoir of the Occult 1966-1989	1	Wasserman, James				Ibis Press (2012), Hardcover, 336 pages	2012					In the Center of the Fire: A Memoir of the Occult 1966-1989 by James Wasserman (2012)	Hardcover	336 p.; 9 inches	1.4 pounds	9 inches	1.2 inches	6.2 inches	9 x 6.2 x 1.2 inches	336 								Your library, Magick - General	English	English	BF1997 .W37 A3	[0892542012]	0892542012, 9780892542017		133.092	Biography > Biography And History > Parapsychology And Occultism > Philosophy and Psychology > Specific Topics		1	amazon.com	[2012-06-27]			12667240				
87173391	Simhananda Series: The Practice of Guru Yoga for Padmasambhava: In the Nyingmapa Tradition of Tibetan Buddhism	1	Vajranatha, Lama				Bodhiszattva Publisher (2010), Paperback, 152 pages	2010					Simhananda Series: The Practice of Guru Yoga for Padmasambhava: In the Nyingmapa Tradition of Tibetan Buddhism by Lama Vajranatha (2010)	Paperback							152 								Your library, Religion - Buddhism, Hinduism	English			[]						1	amazon.com	[2012-06-27]			12737999				
87350990	Speaking for Buddhas: Scriptural Commentary in Indian Buddhism	1	Nance, Richard F.				Columbia University Press (2011), Hardcover, 312 pages	2011					Speaking for Buddhas: Scriptural Commentary in Indian Buddhism by Richard F. Nance (2011)	Hardcover	312 p.						312 								Your library, Religion - Buddhism, Hinduism, Kindle Books	English		BQ1029 .J42 N36	[0231152302]	0231152302, 9780231152303					1	amazon.com	[2012-07-04]			12758334				
87643356	Inside Solar Lodge Behind the Veil	1	Frater Shiva	Author			Desert Star Temple	2012					expanded edition of "Inside Solar Lodge Outside the Law"	Book							314 							Thelema, OTO, Solar Lodge	Your library, Magick - General	English			[]						1	manual entry	[2012-07-12]			12433943				
87643973	The Blood of the Saints	5	Chapman, Alan		Barford, Duncan		Heptarchia (2009), Paperback, 356 pages	2009					The Blood of the Saints by Alan Chapman (2009)	Paperback	356 p.; 0.9 inches	1.15 pounds	0.9 inches	0.07 inches	0.6 inches	0.9 x 0.6 x 0.07 inches	356 								Your library, Magick - General, eBooks : Other	English	English		[0956332102]	0956332102, 9780956332103					1	amazon.com	[2012-07-12]			14847871				
87643996	The Urn	5	Chapman, Alan		Barford, Duncan		Heptarchia (2009), Paperback, 412 pages	2009					The Urn by Alan Chapman (2009)	Paperback	412 p.; 0.9 x 0.6 inches	1.21 pounds	0.6 inches	0.08 inches	0.9 inches	0.6 x 0.9 x 0.08 inches	412 								Your library, Magick - General, eBooks : Other	English	English		[0956332110]	0956332110, 9780956332110					1	amazon.com	[2012-07-12]			14847878				
87644014	A Desert of Roses	3	Chapman, Alan		Barford, Duncan		Heptarchia (2010), Paperback, 156 pages	2010					A Desert of Roses by Alan Chapman (2010)	Paperback	156 p.; 0.9 x 0.6 inches	0.48 pounds	0.6 inches	0.03 inches	0.9 inches	0.6 x 0.9 x 0.03 inches	156 								Your library, Magick - General, eBooks : Other	English	English	BF1611 .C44	[0956332129]	0956332129, 9780956332127		133.43	Parapsychology And Occultism > Philosophy and Psychology > Specific Topics > Witchcraft - Sorcery > Witchcraft and Magickal Practice		1	amazon.com	[2012-07-12]			7471179				
87782895	P, NP, and NP-Completeness: The Basics of Computational Complexity	1	Goldreich, Oded				Cambridge University Press (2010), Edition: 1, Paperback, 214 pages	2010					P, NP, and NP-Completeness: The Basics of Computational Complexity by Oded Goldreich (2010)	Paperback	214 p.; 5.98 inches	0.66 pounds	5.98 inches	8.98 inches	0.47 inches	5.98 x 0.47 x 8.98 inches	214 								Your library, Mathematics - Computability Theory, Google eBooks	English	English	QA267.7 .G652	[0521122546]	0521122546, 9780521122542		005.1	Computer Software > Computing And Information > Information > Programming		1	amazon.com	[2012-07-17]			10638440				
87782900	Occult Experiments in the Home: Personal Explorations of Magick and the Paranormal	1	Barford, Duncan				Aeon Books (2010), Paperback, 136 pages	2010					Occult Experiments in the Home: Personal Explorations of Magick and the Paranormal by Duncan Barford (2010)	Paperback	136 p.; 7.76 inches	0.39 pounds	7.76 inches	0.36 inches	5.24 inches	7.76 x 5.24 x 0.36 inches	136 								Your library, Magick - General, Google eBooks	English	English		[1904658369]	1904658369, 9781904658368		133	Parapsychology And Occultism > Philosophy and Psychology > Specific Topics		1	amazon.com	[2012-07-17]			10105662				
87783046	A Little Death: A Journey to Awakening through Meditation and Magick	3	Kiser, Ona				Heptarchia (2012), Paperback, 200 pages	2012					A Little Death: A Journey to Awakening through Meditation and Magick by Ona Kiser (2012)	Paperback	200 p.; 7.87 inches	0.53 pounds	7.87 inches	0.63 inches	4.96 inches	7.87 x 4.96 x 0.63 inches	200 								Your library, Magick - General, Kindle Books	English			[0956332161]	0956332161, 9780956332165					1	amazon.com	[2012-07-17]			12807678				
87855327	The Templars and the Assassins: The Militia of Heaven	5	Wasserman, James				Destiny Books (2001), Edition: 1st, Paperback, 320 pages	2001					The Templars and the Assassins: The Militia of Heaven by James Wasserman (2001)	Paperback	320 p.; 9.06 inches	0.85 pounds	9.06 inches	0.9 inches	6 inches	9.06 x 6 x 0.9 inches	320 								Your library, Magick - General	English	English	CR4701 .W37	[089281859X]	089281859X, 9780892818594	Assassins (Ismailites)|Military religious orders > History|Occultism > Religious aspects|Templars	271.7913	History of Christianity > Knights Templar > Lesser Roman orders > Military Orders > Monastic Orders; Monasteries  > Other lesser Roman orders > Religion 		1	amazon.com	[2012-07-18]			65658				
88041957	Grimoire of Aleister Crowley	1	Orpheus, Rodney		Duquette, Lon Milo|Orchard, Cathryn	Foreword|Illustrator	Abrahadabra Press (2011), Kindle Edition, 405 pages	2011					Grimoire of Aleister Crowley by Rodney Orpheus (2011)	Ebook							405 								Your library, Magick - General	English	English		[]						1	amazon.com	[2012-07-24]			11703501				
88179591	Aleister Crowley And the Practice of the Magical Diary	1	Crowley, Aleister		Wasserman, James|Gunther, J. Daniel	Editor|Foreword	Red Wheel Weiser (2006), Edition: Revised, Paperback, 256 pages	2006					Aleister Crowley And the Practice of the Magical Diary by Aleister Crowley (2006)	Paperback	256 p.; 0.89 inches	0.72 pounds	0.89 inches	0.09 inches	0.61 inches	0.89 x 0.61 x 0.09 inches	256 								Your library, Magick - General, Google eBooks	English	English	BF1611 .C75	[1578633729]	1578633729, 9781578633722	Diaries > Authorship|Magic|magic	130	> > Parapsychology And Occultism > Philosophy and Psychology		1	amazon.com	[2012-07-28]			307555				
88439367	Mining for Wisdom within Delusion: Maitreya's Distinction between Phenomena and the Nature of Phenomena and Its Indian and Tibetan Commentaries (Tsadra Series)	1	Brunnholzl, Karl				Snow Lion Publications (2012), Hardcover, 488 pages	2012					Mining for Wisdom within Delusion: Maitreya's Distinction between Phenomena and the Nature of Phenomena and Its Indian and Tibetan Commentaries (Tsadra Series) by Karl Brunnholzl (2012)	Hardcover	488 p.; 9.19 inches	1.76 pounds	9.19 inches	1.25 inches	6.32 inches	9.19 x 6.32 x 1.25 inches	488 							FiveDharmasMaitreya	Your library, Religion - Buddhism, Hinduism	English	English		[1559393955]	1559393955, 9781559393959					1	amazon.com	[2012-08-04]			12884458				
88525402	Enochian Magic in Theory	1	Frater Yechidah				Kerubim Press (2012), Paperback, 384 pages	2012					Enochian Magic in Theory by Frater Yechidah (2012)	Paperback	384 p.	1.24 pounds		2.26 inches	1.5 inches	1.5 x 2.26 inches	384 								Your library, Magick - General	English	English		[1908705035]	1908705035, 9781908705037					1	amazon.com	[2012-08-07]			12411323				
88623832	Mathematical Methods in Linguistics (Studies in Linguistics and Philosophy)	1	Partee, Barbara B.H.		Wall, R.|Meulen, A.G. ter	|	Springer (1990), Edition: 1, Paperback, 692 pages	1990					Mathematical Methods in Linguistics (Studies in Linguistics and Philosophy) by Barbara B.H. Partee (1990)	Paperback	692 p.; 0.93 inches	2.06 pounds	0.93 inches	0.15 inches	0.61 inches	0.93 x 0.61 x 0.15 inches	692 								Your library, Language and Linguistics	English	English	P138 .P37	[9027722455]	9027722455, 9789027722454	Mathematical linguistics	410.72	Language > Linguistics > Linguistics		1	amazon.com	[2012-08-09]			452940				
88970155	The Gnostic Bible: Revised and Expanded Edition	5	Barnstone, Willis		Meyer, Marvin	Editor	Shambhala (2009), Edition: Revised, Paperback, 896 pages	2009					The Gnostic Bible: Revised and Expanded Edition by Willis Barnstone (2009)	Paperback	896 p.; 6.11 inches	2.73 pounds	6.11 inches	9.25 inches	1.95 inches	6.11 x 1.95 x 9.25 inches	896 								Your library, Religion - Christianity	English	English	BT1390 .G4937	[1590306317]	1590306317, 9781590306314	Gnosticism	299.932	By Region/Civilization > Gnosticism > Other > Other Religions > Religion  > Syncretic religions and religions of modern origin		1	amazon.com	[2012-08-18]			160719				
88970185	Introduction to Montague Semantics (Synthese Language Library)	1	Dowty, David R.		Wall, Robert E.|Peters, Stanley	|	D. Reidel Publishing Company (1980), Paperback, 332 pages	1980					Introduction to Montague Semantics (Synthese Language Library) by David R. Dowty (1980)	Paperback	332 p.; 0.92 inches	1.03 pounds	0.92 inches	0.07 inches	0.61 inches	0.92 x 0.61 x 0.07 inches	332 								Your library, Philosophy	English	English	P158.5 .D6	[9027711429]	9027711429, 9789027711427	Formal languages > Semantics|Generative grammar|Montague grammar|Semantics (Philosophy)	415	Grammar > Language > Linguistics		1	amazon.com	[2012-08-18]			848806				
88970194	Enochian Evocation of Dr. John Dee, The	1	James, Geoffrey				Weiser Books (2009), Paperback, 232 pages	2009					Enochian Evocation of Dr. John Dee, The by Geoffrey James (2009)	Paperback	232 p.; 8.92 inches	0.79 pounds	8.92 inches	0.54 inches	6.02 inches	8.92 x 6.02 x 0.54 inches	232 								Your library, Magick - General	English	English	BF1601 .D28	[1578634539]	1578634539, 9781578634538	Enochian magic > Early works to 1800	133.43	Parapsychology And Occultism > Philosophy and Psychology > Specific Topics > Witchcraft - Sorcery > Witchcraft and Magickal Practice		1	amazon.com	[2012-08-18]			332876				
89035127	The Serpent Tongue: Liber 187	5	Stratton-Kent, Jake		DuQuette, Lon Milo	Introduction	Hadean Press (2011), Paperback, 226 pages	2011					The Serpent Tongue: Liber 187 by Jake Stratton-Kent (2011)	Paperback	226 p.; 7.81 inches	0.5 pounds	7.81 inches	0.48 inches	5.06 inches	7.81 x 5.06 x 0.48 inches	226 								Your library, Magick - General	English	English		[1907881077]	1907881077, 9781907881077					1	amazon.com	[2012-08-21]			11886403				
89035145	Neoplatonism and Gnosticism (Studies in Neoplatonism)	1	Wallis, Richard T.		Bregman, Jay	Editor	State University of New York Press (1992), Paperback, 548 pages	1992					Neoplatonism and Gnosticism (Studies in Neoplatonism) by Richard T. Wallis (1992)	Paperback	548 p.; 0.9 inches	1.74 pounds	0.9 inches	0.12 inches	0.6 inches	0.9 x 0.6 x 0.12 inches	548 								Your library, Religion - Other Western, Google eBooks	English	English	B517 .N455	[0791413381]	0791413381, 9780791413388	Gnosticism > Congresses|Neoplatonism > Congresses	186.4	Alexandrian, Neo-Platonic: Philo, Plotinus, Prodclus, Porphyry, Iamblichus > Ancient, medieval and eastern philosophy > Philosophy and Psychology > Pyrrhonist; New Platonist 		1	amazon.com	[2012-08-21]			2236879				
89470500	Fact Fiction & Forecast	1	Goodman, Nelson				HARVARD UNIV PRESS @ (1980), Hardcover	1980					Fact Fiction & Forecast by Nelson Goodman (1980)	Hardcover															Your library, Philosophy	English	English	BC91 .G66	[]		Conditionals (Logic)|Forecasting|Induction (Logic)|Logic|Possibility|Science > Philosophy	161	Inductive > Logic > Philosophy and Psychology		1	amazon.com	[2012-09-04]			70761				
89470503	Dreamtigers (Texas Pan American Series)	1	Borges, Jorge Luis		Frasconi, Antonio|Boyer, Mildred|Morland, Harold|EnguiÂ­danos, Miguel	Illustrator|Translator|Translator|Introduction	University of Texas Press (1985), Edition: 0013-, Paperback, 96 pages	1985					Dreamtigers (Texas Pan American Series) by Jorge Luis Borges (1985)	Paperback	96 p.; 5.94 inches	0.35 pounds	5.94 inches	8.98 inches	0.31 inches	5.94 x 0.31 x 8.98 inches	96 								Your library, Poetry	English	Spanish	PQ7797 .B635	[0292715498]	0292715498, 9780292715493		861.62	Early 20th Century (1901-) > Literature > Spanish And Portuguese > Spanish poetry		1	amazon.com	[2012-09-04]			23503				
89470508	Time and Realism: Metaphysical and Antimetaphysical Perspectives (Representation and Mind series)	1	Dolev, Yuval				The MIT Press (2007), Paperback, 248 pages	2007					Time and Realism: Metaphysical and Antimetaphysical Perspectives (Representation and Mind series) by Yuval Dolev (2007)	Paperback	248 p.; 5.98 inches	0.75 pounds	5.98 inches	9.02 inches	0.39 inches	5.98 x 0.39 x 9.02 inches	248 								Your library, Physics	English	English		[0262541947]	0262541947, 9780262541947		115	Metaphysics > Philosophy and Psychology > Time		1	amazon.com	[2012-09-04]			4561578				
89470513	Beyond Mindfulness in Plain English: An Introductory guide to Deeper States of Meditation	1	Gunaratana, Bhante Henepola				Wisdom Publications (2009), Paperback, 240 pages	2009					Beyond Mindfulness in Plain English: An Introductory guide to Deeper States of Meditation by Bhante Henepola Gunaratana (2009)	Paperback	240 p.; 5.98 inches	0.7 pounds	5.98 inches	9.02 inches	0.59 inches	5.98 x 0.59 x 9.02 inches	240 								Your library, Religion - Buddhism, Hinduism	English	English	BQ5612 .G85	[0861715292]	0861715292, 9780861715299		294.34435	Buddhism > Buddhism - practice > Meditation > Meditation & Mindfulness > Other Religions > Religion  > Religions of Indic origin		1	amazon.com	[2012-09-04]			9039991				
89470518	The Angelical Language, Volume I: The Complete History and Mythos of the Tongue of Angels	5	Leitch, Aaron				Llewellyn Publications (2010), Edition: 1, Hardcover, 336 pages	2010					The Angelical Language, Volume I: The Complete History and Mythos of the Tongue of Angels by Aaron Leitch (2010)	Hardcover	336 p.; 9 inches	1.45 pounds	9 inches	1.4 inches	6 inches	9 x 6 x 1.4  inches	336 								Your library, Magick - General	English	English	BF1623 .E55	[0738714909]	0738714909, 9780738714905		130.92	> > Biography > Biography And History > Parapsychology And Occultism > Philosophy and Psychology		1	amazon.com	[2012-09-04]			9843665				
